Name,URL
Nina Berman,https://api.elsevier.com/content/author/author_id/26035136200
Andrew Bernier,
Mark Bernstein,https://api.elsevier.com/content/author/author_id/7202797513
Michael Bernstein,https://api.elsevier.com/content/author/author_id/57193014048
Evan Berry,https://api.elsevier.com/content/author/author_id/55487140800
Mariana Bertoni,https://api.elsevier.com/content/author/author_id/8626411100
Steven Beschloss,
Candace Black,https://api.elsevier.com/content/author/author_id/6507747951
Nadya Bliss,https://api.elsevier.com/content/author/author_id/18041622800
Daniel Bodansky,https://api.elsevier.com/content/author/author_id/8761445700
Bob Bolin,https://api.elsevier.com/content/author/author_id/7801442248
Christopher Boone,https://api.elsevier.com/content/author/author_id/55995101900
Prasad Boradkar,https://api.elsevier.com/content/author/author_id/15064086600
Stuart Bowden,https://api.elsevier.com/content/author/author_id/7005525629
Diana Bowman,https://api.elsevier.com/content/author/author_id/24450010300
Treavor Boyer,https://api.elsevier.com/content/author/author_id/8632322000
Karen Bradshaw,https://api.elsevier.com/content/author/author_id/7005371303
Ward Brady,
Elizabeth Brake,https://api.elsevier.com/content/author/author_id/17433596400
Bryan Brayboy,https://api.elsevier.com/content/author/author_id/6506428034
Anthony Brazel,https://api.elsevier.com/content/author/author_id/6701684853
Hanna Breetz,https://api.elsevier.com/content/author/author_id/8575856300
Alexandra Brewis-Slade,
Ronald Broglio,
Eddie Brown,https://api.elsevier.com/content/author/author_id/36185056800
Mary Ellen Brown,https://api.elsevier.com/content/author/author_id/55722043700
Meg Bruening,https://api.elsevier.com/content/author/author_id/36499152900
Katja Brundiers,https://api.elsevier.com/content/author/author_id/8581453600
Harvey Bryan,https://api.elsevier.com/content/author/author_id/7006109762
Rajesh Buch,https://api.elsevier.com/content/author/author_id/7003901811
Megha Budruk,https://api.elsevier.com/content/author/author_id/6505521364
James Buizer,https://api.elsevier.com/content/author/author_id/6602880136
Winslow Burleson,https://api.elsevier.com/content/author/author_id/35618103400
Shauna BurnSilver,https://api.elsevier.com/content/author/author_id/10440289500
May Busch,https://api.elsevier.com/content/author/author_id/35268397200
Peter Buseck,https://api.elsevier.com/content/author/author_id/7004938676
Christine Buzinde,https://api.elsevier.com/content/author/author_id/14019047400
Peter Byck,https://api.elsevier.com/content/author/author_id/57163853100
Joanne Cacciatore,https://api.elsevier.com/content/author/author_id/23090299200
Craig Calhoun,https://api.elsevier.com/content/author/author_id/8901742200
Ronald Calhoun,https://api.elsevier.com/content/author/author_id/9243836500
K. Selcuk Candan,https://api.elsevier.com/content/author/author_id/7003683729
Candice Carr Kelman,https://api.elsevier.com/content/author/author_id/55926355800
Erin Carr-Jordan,
Stephen Carradini,https://api.elsevier.com/content/author/author_id/56205513300
Jenny Carter,https://api.elsevier.com/content/author/author_id/16070251100
Elizabeth Castillo,https://api.elsevier.com/content/author/author_id/18041968700
Carlos Castillo-Chavez,https://api.elsevier.com/content/author/author_id/7003725806
Arianne Cease,https://api.elsevier.com/content/author/author_id/15122039600
Randall Cerveny,https://api.elsevier.com/content/author/author_id/7003633107
Evelyn Cesarotti,https://api.elsevier.com/content/author/author_id/33967492200
Vijayaraghavan Chariar,https://api.elsevier.com/content/author/author_id/6505861668
Lauren Chenarides,https://api.elsevier.com/content/author/author_id/57174106000
Chingwen Cheng,https://api.elsevier.com/content/author/author_id/55538963500
Pauline Cheong,https://api.elsevier.com/content/author/author_id/7004068030
Mikhail Chester,https://api.elsevier.com/content/author/author_id/23995176100
Deepak Chhabra,https://api.elsevier.com/content/author/author_id/7003554042
Nalini Chhetri,https://api.elsevier.com/content/author/author_id/57080004400
Netra Chhetri,https://api.elsevier.com/content/author/author_id/7801565592
Dan Childers,https://api.elsevier.com/content/author/author_id/7006659626
Erin Chiou,https://api.elsevier.com/content/author/author_id/55552000100
Oswald Chong,https://api.elsevier.com/content/author/author_id/9239759500
Philip Christensen,https://api.elsevier.com/content/author/author_id/7202250384
Scott Cloutier,https://api.elsevier.com/content/author/author_id/55914568800
Joyce Coffee,https://api.elsevier.com/content/author/author_id/35306530500
Daniel Collins,https://api.elsevier.com/content/author/author_id/55461319100
James Collins,https://api.elsevier.com/content/author/author_id/35478063700
Scott Collins,https://api.elsevier.com/content/author/author_id/7402535701
Audrey Comstock,https://api.elsevier.com/content/author/author_id/57205702342
Otakuye Conroy-Ben,https://api.elsevier.com/content/author/author_id/7801577568
Elizabeth Corley,https://api.elsevier.com/content/author/author_id/7003914850
Steven Corman,https://api.elsevier.com/content/author/author_id/6602190956
Paul Coseo,https://api.elsevier.com/content/author/author_id/55938243700
Michael Crow,https://api.elsevier.com/content/author/author_id/54790548600
Britt Crow-Miller,https://api.elsevier.com/content/author/author_id/56707452200
Maria Cruz-Torres,https://api.elsevier.com/content/author/author_id/55971438800
Wanda Dalla Costa,https://api.elsevier.com/content/author/author_id/57189261052
Mick Dalrymple,
Nicole Darnall,https://api.elsevier.com/content/author/author_id/6506037836
Hasan Davulcu,https://api.elsevier.com/content/author/author_id/6603401564
Gregory Dawson,https://api.elsevier.com/content/author/author_id/36006441900
Thomas Day,https://api.elsevier.com/content/author/author_id/7203012591
Pamela DeLargy,https://api.elsevier.com/content/author/author_id/7801586448
Shuguang Deng,https://api.elsevier.com/content/author/author_id/10538848400
Tyler DesRoches,https://api.elsevier.com/content/author/author_id/22949871300
Pierre Deviche,https://api.elsevier.com/content/author/author_id/7101962441
Rodolfo Diaz,https://api.elsevier.com/content/author/author_id/35565189700
Gary Dirks,https://api.elsevier.com/content/author/author_id/15622013500
Bradley Doebbeling,https://api.elsevier.com/content/author/author_id/7005295736
Kevin Dooley,https://api.elsevier.com/content/author/author_id/7005054339
Sonya Doucette,https://api.elsevier.com/content/author/author_id/55848867600
Thomas Dowling,https://api.elsevier.com/content/author/author_id/7006614200
Stacia Dreyer,https://api.elsevier.com/content/author/author_id/55818335500
Iris Drower,https://api.elsevier.com/content/author/author_id/54966815500
Jeffrey Drucker,https://api.elsevier.com/content/author/author_id/57009402600
Meredith Drum,
Uttaran Dutta,https://api.elsevier.com/content/author/author_id/55502192000
Hallie Eakin,https://api.elsevier.com/content/author/author_id/9132756500
Meagan Ehlenz,https://api.elsevier.com/content/author/author_id/57190756232
Mounir El Asmar,https://api.elsevier.com/content/author/author_id/34868168700
Lindy Elkins-Tanton,https://api.elsevier.com/content/author/author_id/6602348696
Amanda Ellis,https://api.elsevier.com/content/author/author_id/7201547152
Angela Ellsworth,https://api.elsevier.com/content/author/author_id/53563187500
James Elser,https://api.elsevier.com/content/author/author_id/7006151096
Monica Elser,https://api.elsevier.com/content/author/author_id/6603111911
Jeffrey Englin,https://api.elsevier.com/content/author/author_id/6604050403
Ivan Ermanoski,https://api.elsevier.com/content/author/author_id/6507221460
Adolfo Escobedo,https://api.elsevier.com/content/author/author_id/56100333800
Anthony Falsetti,https://api.elsevier.com/content/author/author_id/6603038152
Chase Farnsworth,
David Feary,https://api.elsevier.com/content/author/author_id/36955314300
Michelle Fehler,https://api.elsevier.com/content/author/author_id/57209279105
Magnus Feil,https://api.elsevier.com/content/author/author_id/7003810069
Sabine Feisst,https://api.elsevier.com/content/author/author_id/56052230900
Eli Fenichel,https://api.elsevier.com/content/author/author_id/9335127600
Lara Ferry,https://api.elsevier.com/content/author/author_id/6701920824
Elham Fini,https://api.elsevier.com/content/author/author_id/36011447000
Elena Finkbeiner,https://api.elsevier.com/content/author/author_id/37078985800
Edward Finn,https://api.elsevier.com/content/author/author_id/23030375600
Michael Finney,https://api.elsevier.com/content/author/author_id/36983775000
Adelheid Fischer,https://api.elsevier.com/content/author/author_id/7403485888
Daniel Fischer,https://api.elsevier.com/content/author/author_id/34770083700
Stuart Fisher,https://api.elsevier.com/content/author/author_id/7401755517
Donald Fixico,https://api.elsevier.com/content/author/author_id/52963534700
Nigel Forrest,https://api.elsevier.com/content/author/author_id/35810071100
Stewart Fotheringham,https://api.elsevier.com/content/author/author_id/7005669439
John Fowler,https://api.elsevier.com/content/author/author_id/7203059995
Peter Fox,https://api.elsevier.com/content/author/author_id/7402680249
Janet Franklin,https://api.elsevier.com/content/author/author_id/35725372300
Matthew Fraser,https://api.elsevier.com/content/author/author_id/7201440389
Amy Frazier,https://api.elsevier.com/content/author/author_id/38661165700
Sharonah Fredrick,
Stacey Freeman,https://api.elsevier.com/content/author/author_id/26221072300
Cody Friesen,https://api.elsevier.com/content/author/author_id/22934447800
Petra Fromme,https://api.elsevier.com/content/author/author_id/7003500276
Melanie Gall,https://api.elsevier.com/content/author/author_id/15768832200
Grady Gammage,https://api.elsevier.com/content/author/author_id/56312798100
Jonas Gamso,https://api.elsevier.com/content/author/author_id/57035415900
Tirupalavanam Ganesh,https://api.elsevier.com/content/author/author_id/14028312300
Margaret Garcia,https://api.elsevier.com/content/author/author_id/57085662600
David Gartner,https://api.elsevier.com/content/author/author_id/16238506700
Roberto Gaxiola,https://api.elsevier.com/content/author/author_id/6601954903
Matei Georgescu,https://api.elsevier.com/content/author/author_id/7103081749
Brian Gerber,https://api.elsevier.com/content/author/author_id/36104326900
Leah Gerber,https://api.elsevier.com/content/author/author_id/7103016808
Abraham Gibson,https://api.elsevier.com/content/author/author_id/55934926400
Daniel Gilfillan,https://api.elsevier.com/content/author/author_id/57189715460
Patricia Gober,https://api.elsevier.com/content/author/author_id/6603897273
Peter Goggin,https://api.elsevier.com/content/author/author_id/16428203500
Aaron Golub,https://api.elsevier.com/content/author/author_id/22950743900
Angela Gonzales,https://api.elsevier.com/content/author/author_id/15823726400
Stephen Goodnick,https://api.elsevier.com/content/author/author_id/26643255700
Elisabeth Graffy,https://api.elsevier.com/content/author/author_id/12789606000
David Grau,https://api.elsevier.com/content/author/author_id/6602551729
Carola Grebitus,https://api.elsevier.com/content/author/author_id/26664526400
Douglas Green,https://api.elsevier.com/content/author/author_id/35407483800
Heather Green,https://api.elsevier.com/content/author/author_id/9238539400
Nancy Grimm,https://api.elsevier.com/content/author/author_id/7003929642
Susanne Grossman-Clarke,https://api.elsevier.com/content/author/author_id/7801629963
Sandeep Gupta,https://api.elsevier.com/content/author/author_id/34975062800
Kevin Gurney,https://api.elsevier.com/content/author/author_id/7004054542
Devens Gust,https://api.elsevier.com/content/author/author_id/7006130117
David Guston,https://api.elsevier.com/content/author/author_id/6701717576
Julianna Gwiszcz,
Edward Hackett,https://api.elsevier.com/content/author/author_id/7004539010
Joleen Hadrich,https://api.elsevier.com/content/author/author_id/35621988900
Bjoern Hagen,https://api.elsevier.com/content/author/author_id/54992041600
Mark Hager,https://api.elsevier.com/content/author/author_id/7006220773
LaDawn Haglund,https://api.elsevier.com/content/author/author_id/7003790030
Chad Haines,https://api.elsevier.com/content/author/author_id/7004868734
Rolf Halden,https://api.elsevier.com/content/author/author_id/6603585082
Annie Hale,https://api.elsevier.com/content/author/author_id/57189273490
Michelle Hale,https://api.elsevier.com/content/author/author_id/7102862745
Sharon Hall,https://api.elsevier.com/content/author/author_id/7402711469
Michael Hanemann,https://api.elsevier.com/content/author/author_id/6603225504
Sharon Harlan,https://api.elsevier.com/content/author/author_id/12647436600
John Harlow,https://api.elsevier.com/content/author/author_id/38961362400
Caroline Harrison,https://api.elsevier.com/content/author/author_id/8582143200
Hilairy Hartnett,https://api.elsevier.com/content/author/author_id/24779624100
Lee Hartwell,https://api.elsevier.com/content/author/author_id/7004573250
Christopher Hayter,https://api.elsevier.com/content/author/author_id/36491314800
Michelle Hegmon,https://api.elsevier.com/content/author/author_id/6505917992
Arjun Heimsath,https://api.elsevier.com/content/author/author_id/6603159701
Mark Henderson,https://api.elsevier.com/content/author/author_id/7202406508
Wesley Herche,https://api.elsevier.com/content/author/author_id/57194076267
Pierre Herckes,https://api.elsevier.com/content/author/author_id/6602243604
James Hershauer,https://api.elsevier.com/content/author/author_id/6602489411
Jacqueline Hettel Tidwell,https://api.elsevier.com/content/author/author_id/57197709793
Gerald Heydt,https://api.elsevier.com/content/author/author_id/35554915700
Nicholas Hild,https://api.elsevier.com/content/author/author_id/19933681900
Katie Hinde,https://api.elsevier.com/content/author/author_id/57191402446
Paul Hirt,https://api.elsevier.com/content/author/author_id/24766323800
Jennifer Hodbod,https://api.elsevier.com/content/author/author_id/55798247700
James Hodge,https://api.elsevier.com/content/author/author_id/7103254756
Glenn Hoetker,https://api.elsevier.com/content/author/author_id/6507674687
John Hofmeister,https://api.elsevier.com/content/author/author_id/15044679400
Heidi Hogden,
David Hole,https://api.elsevier.com/content/author/author_id/13310293600
Zachary Holman,https://api.elsevier.com/content/author/author_id/20733835100
David Hondula,https://api.elsevier.com/content/author/author_id/25928506000
Christiana Honsberg,https://api.elsevier.com/content/author/author_id/7004238952
Miroslav Honzak,https://api.elsevier.com/content/author/author_id/35571425300
Steven Hooker,https://api.elsevier.com/content/author/author_id/35269206700
Philip Horton,https://api.elsevier.com/content/author/author_id/7006928268
Laura Hosman,https://api.elsevier.com/content/author/author_id/34872316900
Anthony Howell,https://api.elsevier.com/content/author/author_id/7102028981
Kiril Hristovski,https://api.elsevier.com/content/author/author_id/17342173000
Lily Hsueh,https://api.elsevier.com/content/author/author_id/55515677100
Huei-Ping Huang,https://api.elsevier.com/content/author/author_id/7405609604
Renee Hughner,https://api.elsevier.com/content/author/author_id/8124378800
Tom Hunsaker,https://api.elsevier.com/content/author/author_id/57215022641
Faheem Hussain,https://api.elsevier.com/content/author/author_id/56187395100
Andrew Inkpen,https://api.elsevier.com/content/author/author_id/6603865734
Minu Ipe,https://api.elsevier.com/content/author/author_id/26039185600
David Iwaniec,https://api.elsevier.com/content/author/author_id/14056034600
Kirk Jalbert,https://api.elsevier.com/content/author/author_id/56102292800
Timothy James,https://api.elsevier.com/content/author/author_id/7401498711
Marco Janssen,https://api.elsevier.com/content/author/author_id/7202771294
Megan Jehn,https://api.elsevier.com/content/author/author_id/6508358839
Adriene Jenik,https://api.elsevier.com/content/author/author_id/36592793400
Lekelia Jenkins,https://api.elsevier.com/content/author/author_id/36970202000
J Johnson,https://api.elsevier.com/content/author/author_id/7403678691
Nathan Johnson,https://api.elsevier.com/content/author/author_id/7402374027
Paul Johnson,https://api.elsevier.com/content/author/author_id/57209353430
Ryan Johnson,https://api.elsevier.com/content/author/author_id/55718477400
Erik Johnston,https://api.elsevier.com/content/author/author_id/14035951900
Christopher Jones,https://api.elsevier.com/content/author/author_id/38761461200
Feng Ju,https://api.elsevier.com/content/author/author_id/23466956200
Peter Jurutka,https://api.elsevier.com/content/author/author_id/6603818619
Kamil Kaloush,https://api.elsevier.com/content/author/author_id/7801501062
Subbarao Kambhampati,https://api.elsevier.com/content/author/author_id/7005346665
Sreetharan Kanthaswamy,https://api.elsevier.com/content/author/author_id/8707495300
Lina Karam,https://api.elsevier.com/content/author/author_id/7006089236
Darshan Karwat,https://api.elsevier.com/content/author/author_id/24344204400
Edward Kavazanjian,https://api.elsevier.com/content/author/author_id/7003288612
Braden Kay,https://api.elsevier.com/content/author/author_id/55920151900
Jennifer Keahey,https://api.elsevier.com/content/author/author_id/57044668600
Jonathan Kelman,https://api.elsevier.com/content/author/author_id/56536443600
Douglas Kenrick,https://api.elsevier.com/content/author/author_id/7004352341
Sara Khoeini,https://api.elsevier.com/content/author/author_id/36767876400
Sayfe Kiaei,https://api.elsevier.com/content/author/author_id/7003896416
Gunwoo Kim,https://api.elsevier.com/content/author/author_id/7403064063
Yeowon Kim,https://api.elsevier.com/content/author/author_id/57196237847
Yushim Kim,https://api.elsevier.com/content/author/author_id/36501848000
Keith Kintigh,https://api.elsevier.com/content/author/author_id/13406655700
Ann Kinzig,https://api.elsevier.com/content/author/author_id/7004080525
Andrew Kirby,https://api.elsevier.com/content/author/author_id/7202384212
Robert Kirsch,https://api.elsevier.com/content/author/author_id/7202345273
Sally Kitch,https://api.elsevier.com/content/author/author_id/6507651409
Jack Kittinger,https://api.elsevier.com/content/author/author_id/7801479609
Mark Klett,https://api.elsevier.com/content/author/author_id/56804759300
Barbara Klimek,https://api.elsevier.com/content/author/author_id/6701512647
Sonja Klinsky,https://api.elsevier.com/content/author/author_id/26032165500
Jeffrey Klopatek,https://api.elsevier.com/content/author/author_id/6603905233
Richard Knopf,https://api.elsevier.com/content/author/author_id/6603824093
Jonathan Koppell,https://api.elsevier.com/content/author/author_id/7801479991
Auriane Koster,https://api.elsevier.com/content/author/author_id/56312547700
Rosa Krajmalnik-Brown,https://api.elsevier.com/content/author/author_id/23990452500
Kailin Kroetz,https://api.elsevier.com/content/author/author_id/24329946500
Lauren Kuby,https://api.elsevier.com/content/author/author_id/6504477917
Michael Kuby,https://api.elsevier.com/content/author/author_id/6602765439
Nicolai Kuminoff,https://api.elsevier.com/content/author/author_id/10140273900
Klaus Lackner,https://api.elsevier.com/content/author/author_id/35592700400
Anthony Lamanna,https://api.elsevier.com/content/author/author_id/6701783342
Peter Lammers,https://api.elsevier.com/content/author/author_id/7003311760
Adam Lampert,https://api.elsevier.com/content/author/author_id/34872724700
Amy Landis,https://api.elsevier.com/content/author/author_id/8574582100
Francisco Lara-Valencia,https://api.elsevier.com/content/author/author_id/26039221500
Linda Larkey,https://api.elsevier.com/content/author/author_id/6701687818
Elizabeth Larson,https://api.elsevier.com/content/author/author_id/13008153900
Kelli Larson,https://api.elsevier.com/content/author/author_id/7102155246
Rhett Larson,https://api.elsevier.com/content/author/author_id/56732413900
Manfred Laubichler,https://api.elsevier.com/content/author/author_id/6603518045
Christine Lee,https://api.elsevier.com/content/author/author_id/57210249395
Rebecca Lee,https://api.elsevier.com/content/author/author_id/8928141500
Bryan Leonard,https://api.elsevier.com/content/author/author_id/56844687000
Neal Lester,https://api.elsevier.com/content/author/author_id/7003675741
Anthony Levenda,https://api.elsevier.com/content/author/author_id/56166769600
Jesse Lewis,https://api.elsevier.com/content/author/author_id/16316691600
Wei Li,https://api.elsevier.com/content/author/author_id/35215261100
Wenwen Li,https://api.elsevier.com/content/author/author_id/50661685500
Chuan Liao,https://api.elsevier.com/content/author/author_id/19035124400
Mary Lind,https://api.elsevier.com/content/author/author_id/14033321900
Stuart Lindsay,https://api.elsevier.com/content/author/author_id/35595480000
Heather Lineberry,https://api.elsevier.com/content/author/author_id/6506485244
Huan Liu,https://api.elsevier.com/content/author/author_id/56070553600
Jingyue Liu,https://api.elsevier.com/content/author/author_id/7410111422
Jose Lobo,https://api.elsevier.com/content/author/author_id/23009302900
Joshua Loughman,https://api.elsevier.com/content/author/author_id/55816236200
Joanna Lucio,https://api.elsevier.com/content/author/author_id/35366958500
Mark Lussier,https://api.elsevier.com/content/author/author_id/26036438400
Myles Lynk,https://api.elsevier.com/content/author/author_id/6602677619
Joshua MacFadyen,https://api.elsevier.com/content/author/author_id/36712195800
Alex Mahalov,https://api.elsevier.com/content/author/author_id/6603735862
Maren Mahoney,https://api.elsevier.com/content/author/author_id/55580781200
Jane Maienschein,https://api.elsevier.com/content/author/author_id/7003303648
David Manuel-Navarrete,https://api.elsevier.com/content/author/author_id/8711445900
Andrew Mara,https://api.elsevier.com/content/author/author_id/56617002500
George Maracas,https://api.elsevier.com/content/author/author_id/7004135940
Gary Marchant,https://api.elsevier.com/content/author/author_id/7004077189
Andrew Marcus,https://api.elsevier.com/content/author/author_id/7202550838
Chris Martin,https://api.elsevier.com/content/author/author_id/35431428800
Hamidreza Marvi,https://api.elsevier.com/content/author/author_id/55922344700
Giuseppe Mascaro,https://api.elsevier.com/content/author/author_id/25226581600
Kristin Mayes,https://api.elsevier.com/content/author/author_id/57209143785
Andrew Maynard,https://api.elsevier.com/content/author/author_id/7102251249
Martha McCartney,https://api.elsevier.com/content/author/author_id/35498598100
John McGowen,https://api.elsevier.com/content/author/author_id/7003783429
Joan McGregor,https://api.elsevier.com/content/author/author_id/15832134200
Kevin McHugh,https://api.elsevier.com/content/author/author_id/7005549749
Thomas McShane,https://api.elsevier.com/content/author/author_id/6701448584
Sara Meerow,https://api.elsevier.com/content/author/author_id/55330601300
Mauricio Mejia,https://api.elsevier.com/content/author/author_id/57193429229
Deirdre Meldrum,https://api.elsevier.com/content/author/author_id/35567860000
Rob Melnick,https://api.elsevier.com/content/author/author_id/55254981100
Jose Menendez,https://api.elsevier.com/content/author/author_id/55682653847
Kathleen Merrigan,https://api.elsevier.com/content/author/author_id/15127614400
Eileen Merritt,https://api.elsevier.com/content/author/author_id/55314544600
Genevieve Metson,https://api.elsevier.com/content/author/author_id/55179102200
Ariane Middel,https://api.elsevier.com/content/author/author_id/36170518700
Manjana Milkoreit,https://api.elsevier.com/content/author/author_id/26533268600
Clark Miller,https://api.elsevier.com/content/author/author_id/7501599531
James Miller,https://api.elsevier.com/content/author/author_id/7501599691
Thad Miller,https://api.elsevier.com/content/author/author_id/7403948888
Ben Minteer,https://api.elsevier.com/content/author/author_id/6602317839
Pitu Mirchandani,https://api.elsevier.com/content/author/author_id/7003507359
Ashok Mishra,https://api.elsevier.com/content/author/author_id/24318037400
Felicia Mitchell,https://api.elsevier.com/content/author/author_id/55361016900
Barzin Mobasher,https://api.elsevier.com/content/author/author_id/7006824943
Sian Mooney,https://api.elsevier.com/content/author/author_id/7005304199
Ana Moore,https://api.elsevier.com/content/author/author_id/7006130117
Gary Moore,https://api.elsevier.com/content/author/author_id/7403282940
Tom Moore,https://api.elsevier.com/content/author/author_id/7403336040
Christopher Morehart,https://api.elsevier.com/content/author/author_id/26034546300
Traci Morris,https://api.elsevier.com/content/author/author_id/57104473900
Karen Mossberger,https://api.elsevier.com/content/author/author_id/12796350200
Mohamed Moustaoui,https://api.elsevier.com/content/author/author_id/6602131668
Valerie Mueller,https://api.elsevier.com/content/author/author_id/34168039000
Rebecca Muenich,https://api.elsevier.com/content/author/author_id/57188864216
Rachata Muneepeerakul,https://api.elsevier.com/content/author/author_id/23025788600
Ellen Murray Meissinger,
Alvin Mushkatel,https://api.elsevier.com/content/author/author_id/6602332579
Soe Myint,https://api.elsevier.com/content/author/author_id/7006694494
Tess Neal,https://api.elsevier.com/content/author/author_id/25640076500
Narayanan Neithalath,https://api.elsevier.com/content/author/author_id/6508391372
Ben Nelson,https://api.elsevier.com/content/author/author_id/7402428097
Margaret Nelson,https://api.elsevier.com/content/author/author_id/7403461346
Trisalyn Nelson,https://api.elsevier.com/content/author/author_id/7401431323
Steven Neuberg,https://api.elsevier.com/content/author/author_id/6602581741
Susanne Neuer,https://api.elsevier.com/content/author/author_id/6601945483
Nathan Newman,https://api.elsevier.com/content/author/author_id/7201935592
David Nielsen,https://api.elsevier.com/content/author/author_id/7202174011
Cun-Zheng Ning,https://api.elsevier.com/content/author/author_id/7005803669
Gyan Nyaupane,https://api.elsevier.com/content/author/author_id/6505899211
George Obeng,https://api.elsevier.com/content/author/author_id/15062306400
Punam Ohri-Vachaspati,https://api.elsevier.com/content/author/author_id/6506426799
Larry Olson,https://api.elsevier.com/content/author/author_id/7402713833
Nuri Onat,https://api.elsevier.com/content/author/author_id/55931450800
Ileana Orlich,https://api.elsevier.com/content/author/author_id/35177931900
Rick Overson,https://api.elsevier.com/content/author/author_id/36519261800
Robert Page,https://api.elsevier.com/content/author/author_id/7402110072
Garth Paine,https://api.elsevier.com/content/author/author_id/24381526000
Suzanne Palmieri,
Sethuraman Panchanathan,https://api.elsevier.com/content/author/author_id/7006840566
John Parker,https://api.elsevier.com/content/author/author_id/7404596248
Nathan Parker,https://api.elsevier.com/content/author/author_id/55330302800
Mary Jane Parmentier,https://api.elsevier.com/content/author/author_id/8610019100
Kristen Parrish,https://api.elsevier.com/content/author/author_id/24588242700
Martin Pasqualetti,https://api.elsevier.com/content/author/author_id/7004506392
Theodore Pavlic,https://api.elsevier.com/content/author/author_id/6504516761
David Pearson,https://api.elsevier.com/content/author/author_id/35248991300
Giulia Pedrielli,https://api.elsevier.com/content/author/author_id/44061775500
Ram Pendyala,https://api.elsevier.com/content/author/author_id/7004030167
Clint Penick,https://api.elsevier.com/content/author/author_id/23493602800
Christopher Penton,https://api.elsevier.com/content/author/author_id/15020822800
Francois Perreault,https://api.elsevier.com/content/author/author_id/6507351085
Charles Perrings,https://api.elsevier.com/content/author/author_id/7003508625
Darren Petrucci,https://api.elsevier.com/content/author/author_id/37106921500
Deirdre Pfeiffer,https://api.elsevier.com/content/author/author_id/15758317900
Stephanie Pfirman,https://api.elsevier.com/content/author/author_id/6603707540
Patrick Phelan,https://api.elsevier.com/content/author/author_id/7102833522
K. David Pijawka,https://api.elsevier.com/content/author/author_id/6603693319
Katie Pine,https://api.elsevier.com/content/author/author_id/36708512000
Beth Polidoro,https://api.elsevier.com/content/author/author_id/16745378600
Fernando Ponce,https://api.elsevier.com/content/author/author_id/24454566600
Rosimeiry Portela,https://api.elsevier.com/content/author/author_id/6701656358
Sandra Price,https://api.elsevier.com/content/author/author_id/56264766900
Antonios Printezis,https://api.elsevier.com/content/author/author_id/17135753500
Paul Prosser,https://api.elsevier.com/content/author/author_id/23499033900
Thomas Puleo,https://api.elsevier.com/content/author/author_id/36552980300
Stephen Pyne,https://api.elsevier.com/content/author/author_id/35496446700
